Gene ID,Input Order,Organism,Genomic Location (Gene),Product Description,Gene Type,Input ID,Interpro ID,Interpro Description,Protein Length,CDS Length,Transcript Product Description,Curated GO Processes,Curated GO Functions,Curated GO Components,Computed GO Processes,Computed GO Functions,Computed GO Components
CNAG_05066,681,Cryptococcus neoformans var. grubii H99,"CP003823.1:341,103..343,002(-)",hypothetical protein,protein coding gene,CNAG_05066,IPR004827,Basic-leucine zipper domain,242,729,hypothetical protein,N/A,N/A,N/A,"regulation of transcription, DNA-templated",DNA-binding transcription factor activity,N/A
CNAG_02023,682,Cryptococcus neoformans var. grubii H99,"CP003825.1:1,408,056..1,410,028(-)","hypothetical protein, variant, hypothetical protein",protein coding gene,CNAG_02023,N/A,N/A,261,786,"hypothetical protein, variant",N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_06602,683,Cryptococcus neoformans var. grubii H99,"CP003826.1:242,383..243,693(+)",cysteine-type peptidase,protein coding gene,CNAG_06602,IPR029062;IPR032633,Class I glutamine amidotransferase-like;ThiJ/PfpI family-like,252,759,cysteine-type peptidase,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_04029,684,Cryptococcus neoformans var. grubii H99,"CP003821.1:1,441,361..1,444,141(-)",Cytochrome P450,protein coding gene,CNAG_04029,IPR001128;IPR002401;IPR036396,"Cytochrome P450;Cytochrome P450, E-class, group I;Cytochrome P450 superfamily",589,1770,Cytochrome P450,N/A,N/A,N/A,obsolete oxidation-reduction process,"heme binding;iron ion binding;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",integral component of membrane
CNAG_05607,685,Cryptococcus neoformans var. grubii H99,"CP003833.2:759,689..762,751(-)",cytoplasmic protein,protein coding gene,CNAG_05607,IPR001547;IPR017853;IPR041036,"Glycoside hydrolase, family 5;Glycoside hydrolase superfamily;Glycoside hydrolase family 5 C-terminal domain",851,2556,cytoplasmic protein,N/A,steryl-beta-glucosidase activity,N/A,carbohydrate metabolic process,"hydrolase activity, hydrolyzing O-glycosyl compounds",N/A
CNAG_03181,686,Cryptococcus neoformans var. grubii H99,"CP003827.1:273,022..275,462(-)","hypothetical protein, variant, hypothetical protein",protein coding gene,CNAG_03181,N/A,N/A,500,1503,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_00717,687,Cryptococcus neoformans var. grubii H99,"CP003820.1:1,868,877..1,870,802(+)",hypothetical protein,protein coding gene,CNAG_00717,IPR003892;IPR009060,Ubiquitin system component CUE;UBA-like superfamily,436,1311,hypothetical protein,N/A,N/A,N/A,N/A,protein binding,N/A
CNAG_06050,688,Cryptococcus neoformans var. grubii H99,"CP003831.1:174,227..176,764(-)","UDP-glucose 4-epimerase, UDP-glucose 4-epimerase, variant",protein coding gene,CNAG_06050,IPR005886;IPR016040;IPR036291,UDP-glucose 4-epimerase;NAD(P)-binding domain;NAD(P)-binding domain superfamily,399,1200,"UDP-glucose 4-epimerase, variant",carbon utilization,N/A,N/A,galactose metabolic process,UDP-glucose 4-epimerase activity,N/A
CNAG_02107,689,Cryptococcus neoformans var. grubii H99,"CP003825.1:1,170,613..1,173,097(+)",hypothetical protein,protein coding gene,CNAG_02107,IPR009291,Vacuolar protein sorting-associated protein 62,500,1503,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_06870,690,Cryptococcus neoformans var. grubii H99,"CP003824.1:24,612..26,318(-)",hypothetical protein,protein coding gene,CNAG_06870,IPR009906;IPR016938;IPR038021,D-glutamate cyclase;Uncharacterised protein family UPF0317;Putative hydro-lyase,276,831,hypothetical protein,N/A,N/A,N/A,N/A,lyase activity,N/A
CNAG_03794,691,Cryptococcus neoformans var. grubii H99,"CP003821.1:830,000..832,027(-)",endoplasmic reticulum protein,protein coding gene,CNAG_03794,IPR004776;IPR040254,Membrane transport protein;Protein Ecm3-like,403,1212,endoplasmic reticulum protein,N/A,N/A,N/A,transmembrane transport,N/A,integral component of membrane
CNAG_01964,692,Cryptococcus neoformans var. grubii H99,"CP003830.1:1,377,757..1,381,521(-)",OPT family small oligopeptide transporter,protein coding gene,CNAG_01964,IPR004648;IPR004813,"Tetrapeptide transporter, OPT1/isp4;Oligopeptide transporter, OPT superfamily",791,2376,OPT family small oligopeptide transporter,N/A,N/A,N/A,protein transport;transmembrane transport,N/A,integral component of membrane
CNAG_01603,693,Cryptococcus neoformans var. grubii H99,"CP003830.1:393,348..395,104(-)",hypothetical protein,protein coding gene,CNAG_01603,N/A,N/A,331,996,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_06666,694,Cryptococcus neoformans var. grubii H99,"CP003826.1:420,942..425,599(+)",starch phosphorylase,protein coding gene,CNAG_06666,IPR000811;IPR011833;IPR035090,"Glycosyl transferase, family 35;Glycogen/starch/alpha-glucan phosphorylase;Phosphorylase pyridoxal-phosphate attachment site",927,2784,starch phosphorylase,N/A,N/A,N/A,carbohydrate metabolic process,"1,4-alpha-oligoglucan phosphorylase activity;SHG alpha-glucan phosphorylase activity;glycogen phosphorylase activity;linear malto-oligosaccharide phosphorylase activity;pyridoxal phosphate binding",N/A
CNAG_00691,695,Cryptococcus neoformans var. grubii H99,"CP003820.1:1,797,591..1,799,783(-)",hypothetical protein,protein coding gene,CNAG_00691,N/A,N/A,359,1080,hypothetical protein,cellular response to heat,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_03194,696,Cryptococcus neoformans var. grubii H99,"CP003827.1:311,137..313,233(+)","Saccharopine dehydrogenase, saccharopine dehydrogenase, variant",protein coding gene,CNAG_03194,IPR005097;IPR036291,"Saccharopine dehydrogenase, NADP binding domain;NAD(P)-binding domain superfamily",425,1278,Saccharopine dehydrogenase,N/A,N/A,N/A,obsolete oxidation-reduction process,oxidoreductase activity,integral component of membrane
CNAG_05155,697,Cryptococcus neoformans var. grubii H99,"CP003823.1:574,910..580,272(-)",protein-tyrosine-phosphatase,protein coding gene,CNAG_05155,IPR000242;IPR001763;IPR003595;IPR016130;IPR029021;IPR036873,"PTP type protein phosphatase;Rhodanese-like domain;Protein-tyrosine phosphatase, catalytic;Protein-tyrosine phosphatase, active site;Protein-tyrosine phosphatase-like;Rhodanese-like domain superfamily",1211,3636,protein-tyrosine-phosphatase,cellular response to cadmium ion;cellular response to diamide;cellular response to dithiothreitol;cellular response to hydroxyurea;cellular response to menadione;cellular response to methyl methanesulfonate;cellular response to non-ionic osmotic stress;cellular response to oxidative stress;cellular ,N/A,N/A,dephosphorylation;protein dephosphorylation,phosphatase activity;protein tyrosine phosphatase activity,N/A
CNAG_02888,698,Cryptococcus neoformans var. grubii H99,"CP003822.1:521,341..523,741(+)",gamma-glutamyltransferase,protein coding gene,CNAG_02888,IPR000101;IPR029055,"Gamma-glutamyltranspeptidase;Nucleophile aminohydrolases, N-terminal",553,1662,gamma-glutamyltransferase,N/A,N/A,N/A,glutathione catabolic process,glutathione hydrolase activity;transferase activity,N/A
CNAG_05472,699,Cryptococcus neoformans var. grubii H99,"CP003833.2:405,115..408,207(+)","meiotic recombination protein SPO11, variant 2, meiotic recombination protein spo11, meiotic recombination protein SPO11, variant 1",protein coding gene,CNAG_05472,IPR002815;IPR013049;IPR034136;IPR036078,"Spo11/DNA topoisomerase VI subunit A;Spo11/DNA topoisomerase VI, subunit A, N-terminal;Topoisomerase 6 subunit A/Spo11, TOPRIM domain;Spo11/DNA topoisomerase VI subunit A superfamily",328,987,meiotic recombination protein spo11,sexual sporulation,N/A,N/A,"DNA catabolic process, endonucleolytic;DNA metabolic process","ATP binding;DNA binding;catalytic activity;endodeoxyribonuclease activity, producing 3'-phosphomonoesters;metal ion binding",chromosome
CNAG_06905,700,Cryptococcus neoformans var. grubii H99,"CP003822.1:1,480,996..1,482,325(+)",cytoplasmic protein,protein coding gene,CNAG_06905,IPR002925;IPR029058,Dienelactone hydrolase;Alpha/Beta hydrolase fold,287,864,cytoplasmic protein,N/A,N/A,N/A,N/A,hydrolase activity,N/A
CNAG_02194,701,Cryptococcus neoformans var. grubii H99,"CP003825.1:942,458..945,232(-)",AGC/NDR protein kinase,protein coding gene,CNAG_02194,IPR000719;IPR008271;IPR011009;IPR017441,"Protein kinase domain;Serine/threonine-protein kinase, active site;Protein kinase-like domain superfamily;Protein kinase, ATP binding site",694,2085,AGC/NDR protein kinase,N/A,N/A,N/A,protein phosphorylation,ATP binding;protein kinase activity;protein serine/threonine kinase activity,N/A
CNAG_04736,702,Cryptococcus neoformans var. grubii H99,"CP003829.1:541,812..543,862(-)",hypothetical protein,protein coding gene,CNAG_04736,N/A,N/A,378,1137,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_04880,703,Cryptococcus neoformans var. grubii H99,"CP003829.1:120,705..122,528(+)",hypothetical protein,protein coding gene,CNAG_04880,N/A,N/A,280,843,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_06827,704,Cryptococcus neoformans var. grubii H99,"CP003824.1:143,677..146,028(+)","hypothetical protein, variant, hypothetical protein",protein coding gene,CNAG_06827,IPR022235,Protein of unknown function DUF3760,396,1191,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_03019,705,Cryptococcus neoformans var. grubii H99,"CP003822.1:190,728..194,452(+)",long-chain acyl-CoA synthetase,protein coding gene,CNAG_03019,IPR000873;IPR020845,"AMP-dependent synthetase/ligase;AMP-binding, conserved site",727,2184,long-chain acyl-CoA synthetase,cellular response to heat;cellular response to salt stress,N/A,N/A,N/A,catalytic activity,N/A
CNAG_03236,706,Cryptococcus neoformans var. grubii H99,"CP003827.1:412,713..413,648(-)",AMME syndrome candidate protein,protein coding gene,CNAG_03236,IPR002733;IPR023473;IPR036071,AMMECR1 domain;AMMECR1;AMMECR1 domain superfamily,216,651,AMME syndrome candidate protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_05599,707,Cryptococcus neoformans var. grubii H99,"CP003833.2:740,894..744,131(+)",hypothetical protein,protein coding gene,CNAG_05599,N/A,N/A,337,1014,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_04642,708,Cryptococcus neoformans var. grubii H99,"CP003829.1:790,512..793,023(-)",tetraspanin Tsp2,protein coding gene,CNAG_04642,IPR018499,Tetraspanin/Peripherin,533,1602,tetraspanin Tsp2,cellular response to dithiothreitol,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_00130,709,Cryptococcus neoformans var. grubii H99,"CP003820.1:353,191..358,332(+)",CAMK/CAMK1/CAMK1-RCK protein kinase,protein coding gene,CNAG_00130,IPR000719;IPR008271;IPR011009,"Protein kinase domain;Serine/threonine-protein kinase, active site;Protein kinase-like domain superfamily",618,1857,CAMK/CAMK1/CAMK1-RCK protein kinase,cellular response to antibiotic;cellular response to diamide;cellular response to dithiothreitol;cellular response to methyl methanesulfonate;negative regulation of capsule organization;positive regulation of melanin biosynthetic process;regulation of urease activity;response to fungicide,N/A,N/A,protein phosphorylation,ATP binding;protein kinase activity,N/A
CNAG_05971,710,Cryptococcus neoformans var. grubii H99,"CP003826.1:1,362,350..1,362,793(-)",hypothetical protein,protein coding gene,CNAG_05971,N/A,N/A,50,153,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_04524,711,Cryptococcus neoformans var. grubii H99,"CP003828.1:1,083,826..1,088,786(-)",zinc metalloprotease,protein coding gene,CNAG_04524,IPR001762;IPR034028;IPR036436,Disintegrin domain;Fungal reprolysin domain;Disintegrin domain superfamily,930,2793,zinc metalloprotease,N/A,N/A,N/A,proteolysis,metalloendopeptidase activity;metallopeptidase activity,integral component of membrane
CNAG_00642,712,Cryptococcus neoformans var. grubii H99,"CP003820.1:1,664,119..1,675,735(+)",hypothetical protein,protein coding gene,CNAG_00642,N/A,N/A,3440,10323,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_00933,713,Cryptococcus neoformans var. grubii H99,"CP003824.1:1,597,791..1,598,781(-)",hypothetical protein,protein coding gene,CNAG_00933,IPR009097;IPR012386,"Cyclic phosphodiesterase;2',3'-cyclic-nucleotide 3'-phosphodiesterase",240,723,hypothetical protein,N/A,N/A,N/A,N/A,cyclic-nucleotide phosphodiesterase activity,N/A
CNAG_07575,714,Cryptococcus neoformans var. grubii H99,"CP003822.1:1,338,366..1,340,046(+)","hypothetical protein, hypothetical protein, variant",protein coding gene,CNAG_07575,N/A,N/A,193,582,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_00921,715,Cryptococcus neoformans var. grubii H99,"CP003824.1:1,625,200..1,626,484(+)",glutathione transferase,protein coding gene,CNAG_00921,IPR004045;IPR036249;IPR036282,"Glutathione S-transferase, N-terminal;Thioredoxin-like superfamily;Glutathione S-transferase, C-terminal domain superfamily",249,750,glutathione transferase,N/A,N/A,N/A,N/A,protein binding;transferase activity,N/A
CNAG_02515,716,Cryptococcus neoformans var. grubii H99,"CP003825.1:115,758..117,231(+)",hypothetical protein,protein coding gene,CNAG_02515,IPR005605,Sporulation-specific protein Spo7,325,978,hypothetical protein,N/A,N/A,N/A,lipid metabolic process;positive regulation of protein dephosphorylation,protein phosphatase regulator activity,Nem1-Spo7 phosphatase complex;cytoplasm;integral component of membrane;nuclear membrane
CNAG_00337,717,Cryptococcus neoformans var. grubii H99,"CP003820.1:864,725..868,863(+)",hypothetical protein,protein coding gene,CNAG_00337,N/A,N/A,820,2463,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_06511,718,Cryptococcus neoformans var. grubii H99,"CP003832.1:711,753..713,780(+)",hypothetical protein,protein coding gene,CNAG_06511,IPR002347;IPR020904;IPR036291,"Short-chain dehydrogenase/reductase SDR;Short-chain dehydrogenase/reductase, conserved site;NAD(P)-binding domain superfamily",294,885,hypothetical protein,N/A,N/A,N/A,N/A,oxidoreductase activity,N/A
CNAG_05426,719,Cryptococcus neoformans var. grubii H99,"CP003833.2:283,086..284,514(+)",hypothetical protein,protein coding gene,CNAG_05426,N/A,N/A,230,693,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_01691,720,Cryptococcus neoformans var. grubii H99,"CP003830.1:622,148..624,141(-)","hypothetical protein, variant, hypothetical protein",protein coding gene,CNAG_01691,N/A,N/A,330,993,"hypothetical protein, variant",N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_00315,721,Cryptococcus neoformans var. grubii H99,"CP003820.1:809,324..810,515(+)",HHE domain-containing protein,protein coding gene,CNAG_00315,IPR012312,Haemerythrin-like,224,675,HHE domain-containing protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_00871,722,Cryptococcus neoformans var. grubii H99,"CP003824.1:1,766,706..1,770,301(+)","hypothetical protein, variant, hypothetical protein",protein coding gene,CNAG_00871,IPR004827,Basic-leucine zipper domain,493,1482,hypothetical protein,capsule organization;negative regulation of capsule organization;response to tert-butyl hydroperoxide,N/A,N/A,"regulation of transcription, DNA-templated",DNA-binding transcription factor activity,N/A
CNAG_06868,723,Cryptococcus neoformans var. grubii H99,"CP003824.1:29,966..32,087(-)",Phosphopyruvate hydratase,protein coding gene,CNAG_06868,IPR000941;IPR020810;IPR036849,"Enolase;Enolase, C-terminal TIM barrel domain;Enolase-like, C-terminal domain superfamily",331,996,Phosphopyruvate hydratase,N/A,N/A,N/A,glycolytic process,magnesium ion binding;phosphopyruvate hydratase activity,phosphopyruvate hydratase complex
CNAG_06247,724,Cryptococcus neoformans var. grubii H99,"CP003831.1:725,639..729,599(+)",hypothetical protein,protein coding gene,CNAG_06247,IPR001296;IPR028098,"Glycosyl transferase, family 1;Glycosyltransferase subfamily 4-like, N-terminal domain",774,2325,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_03463,725,Cryptococcus neoformans var. grubii H99,"CP003827.1:1,009,452..1,012,537(+)",hypothetical protein,protein coding gene,CNAG_03463,IPR028245,Eisosome component PIL1/LSP1,687,2064,hypothetical protein,cellular response to heat;cellular response to salt stress,N/A,N/A,N/A,N/A,N/A
CNAG_07482,726,Cryptococcus neoformans var. grubii H99,"CP003821.1:1,072,097..1,074,965(-)",SCF-associated factor 1,protein coding gene,CNAG_07482,IPR001810;IPR009091;IPR036047,F-box domain;Regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II;F-box-like domain superfamily,751,2256,SCF-associated factor 1,N/A,N/A,N/A,N/A,protein binding,N/A
CNAG_01441,727,Cryptococcus neoformans var. grubii H99,"CP003824.1:300,487..303,878(+)","hypothetical protein, variant, hypothetical protein",protein coding gene,CNAG_01441,N/A,N/A,794,2385,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_08026,728,Cryptococcus neoformans var. grubii H99,"CP003833.2:471,749..473,335(+)",hypothetical protein,protein coding gene,CNAG_08026,N/A,N/A,105,318,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_07866,729,Cryptococcus neoformans var. grubii H99,"CP003829.1:1,020,823..1,021,949(-)","transcription initiation factor TFIIA small subunit, variant 2, transcription initiation factor TFIIA small subunit, variant 1, transcription initiation factor TFIIA small subunit",protein coding gene,CNAG_07866,IPR009088;IPR015871,"Transcription factor IIA, beta-barrel;Transcription initiation factor IIA, gamma subunit, C-terminal",72,219,"transcription initiation factor TFIIA small subunit, variant 2",N/A,N/A,N/A,transcription initiation from RNA polymerase II promoter,translation initiation factor activity,transcription factor TFIIA complex
CNAG_02297,730,Cryptococcus neoformans var. grubii H99,"CP003825.1:674,750..675,733(+)",hypothetical protein,protein coding gene,CNAG_02297,N/A,N/A,142,429,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_02869,731,Cryptococcus neoformans var. grubii H99,"CP003822.1:567,788..569,389(+)",hypothetical protein,protein coding gene,CNAG_02869,IPR010699,Protein of unknown function DUF1275,354,1065,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
