Gene ID,Input Order,Organism,Genomic Location (Gene),Product Description,Gene Type,Input ID,Interpro ID,Interpro Description,Protein Length,CDS Length,Transcript Product Description,Curated GO Processes,Curated GO Functions,Curated GO Components,Computed GO Processes,Computed GO Functions,Computed GO Components
CNAG_02705,544,Cryptococcus neoformans var. grubii H99,"CP003822.1:953,698..956,061(-)","hypothetical protein, variant 2, hypothetical protein, variant 1, hypothetical protein",protein coding gene,CNAG_02705,N/A,N/A,430,1293,"hypothetical protein, variant 1",N/A,N/A,N/A,N/A,N/A,N/A
CNAG_02969,545,Cryptococcus neoformans var. grubii H99,"CP003822.1:315,973..318,260(-)","thioesterase, variant, thioesterase",protein coding gene,CNAG_02969,IPR029069,HotDog domain superfamily,359,1080,thioesterase,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_02659,546,Cryptococcus neoformans var. grubii H99,"CP003822.1:1,096,380..1,097,930(-)","hypothetical protein, variant, hypothetical protein",protein coding gene,CNAG_02659,N/A,N/A,166,501,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_00137,547,Cryptococcus neoformans var. grubii H99,"CP003820.1:372,525..374,449(-)",hypothetical protein,protein coding gene,CNAG_00137,N/A,N/A,323,972,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_04938,548,Cryptococcus neoformans var. grubii H99,"CP003823.1:24,518..26,353(-)","hypothetical protein, variant, hypothetical protein",protein coding gene,CNAG_04938,IPR008030;IPR036291,NmrA-like domain;NAD(P)-binding domain superfamily,388,1167,"hypothetical protein, variant",N/A,N/A,N/A,N/A,N/A,N/A
CNAG_06835,549,Cryptococcus neoformans var. grubii H99,"CP003824.1:119,315..122,600(+)",glucosidase,protein coding gene,CNAG_06835,IPR005629;IPR013320,"Beta-glucan synthesis-associated, Skn1;Concanavalin A-like lectin/glucanase domain superfamily",588,1767,glucosidase,cellular response to heat;cellular response to salt stress,N/A,N/A,(1->6)-beta-D-glucan biosynthetic process;carbohydrate metabolic process,"hydrolase activity, hydrolyzing O-glycosyl compounds",integral component of membrane
CNAG_07845,550,Cryptococcus neoformans var. grubii H99,"CP003829.1:320,658..322,059(+)","hypothetical protein, hypothetical protein, variant 1, hypothetical protein, variant 2",protein coding gene,CNAG_07845,N/A,N/A,250,753,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_06628,551,Cryptococcus neoformans var. grubii H99,"CP003826.1:319,104..321,414(-)",aldehyde dehydrogenase (NAD),protein coding gene,CNAG_06628,IPR015590;IPR016160;IPR016161;IPR029510,"Aldehyde dehydrogenase domain;Aldehyde dehydrogenase, cysteine active site;Aldehyde/histidinol dehydrogenase;Aldehyde dehydrogenase, glutamic acid active site",506,1521,aldehyde dehydrogenase (NAD),N/A,N/A,N/A,obsolete oxidation-reduction process,"oxidoreductase activity;oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",N/A
CNAG_02409,552,Cryptococcus neoformans var. grubii H99,"CP003825.1:396,236..398,026(-)",hypothetical protein,protein coding gene,CNAG_02409,IPR004345,TB2/DP1/HVA22-related protein,380,1143,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_03412,553,Cryptococcus neoformans var. grubii H99,"CP003827.1:887,976..890,566(-)",Chitinase,protein coding gene,CNAG_03412,IPR001223;IPR001579;IPR011583;IPR017853;IPR029070,"Glycoside hydrolase family 18, catalytic domain;Glycosyl hydrolases family 18 (GH18) active site;Chitinase II;Glycoside hydrolase superfamily;Chitinase insertion domain superfamily",452,1359,Chitinase,mating;response to sodium dodecyl sulfate,N/A,N/A,carbohydrate metabolic process;chitin catabolic process;polysaccharide catabolic process,"chitin binding;chitinase activity;hydrolase activity, hydrolyzing O-glycosyl compounds",N/A
CNAG_03688,554,Cryptococcus neoformans var. grubii H99,"CP003821.1:535,593..536,630(-)",hypothetical protein,protein coding gene,CNAG_03688,N/A,N/A,187,564,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_01952,555,Cryptococcus neoformans var. grubii H99,"CP003830.1:1,351,173..1,353,684(+)","aryl-alcohol dehydrogenase, aryl-alcohol dehydrogenase, variant",protein coding gene,CNAG_01952,IPR020471;IPR023210;IPR036812,Aldo/keto reductase;NADP-dependent oxidoreductase domain;NADP-dependent oxidoreductase domain superfamily,350,1053,aryl-alcohol dehydrogenase,N/A,N/A,N/A,obsolete oxidation-reduction process,oxidoreductase activity,N/A
CNAG_06657,556,Cryptococcus neoformans var. grubii H99,"CP003826.1:398,873..400,098(-)",hypothetical protein,protein coding gene,CNAG_06657,N/A,N/A,267,804,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_04320,557,Cryptococcus neoformans var. grubii H99,"CP003828.1:556,046..558,481(-)",polysaccharide synthase Cps1p,protein coding gene,CNAG_04320,IPR029044,Nucleotide-diphospho-sugar transferases,451,1356,polysaccharide synthase Cps1p,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_05993,558,Cryptococcus neoformans var. grubii H99,"CP003831.1:27,775..30,757(-)","transmembrane transporter Liz1p, transmembrane transporter Liz1p, variant",protein coding gene,CNAG_05993,IPR011701;IPR036259,Major facilitator superfamily;MFS transporter superfamily,488,1467,"transmembrane transporter Liz1p, variant",N/A,N/A,N/A,transmembrane transport,transmembrane transporter activity,integral component of membrane
CNAG_02510,559,Cryptococcus neoformans var. grubii H99,"CP003825.1:130,940..133,446(+)","hypothetical protein, variant 1, hypothetical protein, variant 2, hypothetical protein",protein coding gene,CNAG_02510,N/A,N/A,560,1683,hypothetical protein,cellular response to heat;cellular response to salt stress,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_04794,560,Cryptococcus neoformans var. grubii H99,"CP003829.1:381,298..384,429(-)",spermine transporter,protein coding gene,CNAG_04794,IPR011701;IPR036259,Major facilitator superfamily;MFS transporter superfamily,528,1587,spermine transporter,N/A,N/A,N/A,transmembrane transport,transmembrane transporter activity,integral component of membrane
CNAG_00776,561,Cryptococcus neoformans var. grubii H99,"CP003820.1:2,037,772..2,039,794(+)",immunoreactive mannoprotein MP88,protein coding gene,CNAG_00776,N/A,N/A,378,1137,immunoreactive mannoprotein MP88,N/A,N/A,extracellular region,N/A,N/A,N/A
CNAG_05773,562,Cryptococcus neoformans var. grubii H99,"CP003826.1:836,052..839,115(-)",F-box and WD-40 domain-containing protein MET30,protein coding gene,CNAG_05773,IPR001680;IPR001810;IPR019775;IPR020472;IPR036047;IPR036322,"WD40 repeat;F-box domain;WD40 repeat, conserved site;G-protein beta WD-40 repeat;F-box-like domain superfamily;WD40-repeat-containing domain superfamily",770,2313,F-box and WD-40 domain-containing protein MET30,N/A,N/A,N/A,N/A,protein binding,N/A
CNAG_07963,563,Cryptococcus neoformans var. grubii H99,"CP003821.1:218,399..219,185(-)",hypothetical protein,protein coding gene,CNAG_07963,N/A,N/A,138,417,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_00474,564,Cryptococcus neoformans var. grubii H99,"CP003820.1:1,219,814..1,221,250(+)",hypothetical protein,protein coding gene,CNAG_00474,N/A,N/A,300,903,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_07972,565,Cryptococcus neoformans var. grubii H99,"CP003822.1:1,371,530..1,378,287(+)",hypothetical protein,protein coding gene,CNAG_07972,N/A,N/A,213,642,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_05677,566,Cryptococcus neoformans var. grubii H99,"CP003826.1:589,055..592,717(-)",phospholipase,protein coding gene,CNAG_05677,IPR004177,DDHD domain,851,2556,phospholipase,N/A,N/A,N/A,N/A,metal ion binding,N/A
CNAG_02483,567,Cryptococcus neoformans var. grubii H99,"CP003825.1:196,925..198,402(-)",hypothetical protein,protein coding gene,CNAG_02483,N/A,N/A,440,1323,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_00597,568,Cryptococcus neoformans var. grubii H99,"CP003820.1:1,533,591..1,536,730(+)","amino acid transporter, variant, amino acid transporter",protein coding gene,CNAG_00597,IPR004841,Amino acid permease/ SLC12A domain,563,1692,amino acid transporter,N/A,N/A,N/A,transmembrane transport,N/A,integral component of membrane;membrane
CNAG_05439,569,Cryptococcus neoformans var. grubii H99,"CP003833.2:311,937..314,577(-)",CAMK/CAMK1/CAMK1-CMK protein kinase,protein coding gene,CNAG_05439,IPR000719;IPR008271;IPR011009;IPR017441,"Protein kinase domain;Serine/threonine-protein kinase, active site;Protein kinase-like domain superfamily;Protein kinase, ATP binding site",485,1458,CAMK/CAMK1/CAMK1-CMK protein kinase,cellular response to heat;cellular response to salt stress;cellular response to sodium dodecyl sulfate;mating;regulation of urease activity,N/A,N/A,protein phosphorylation,ATP binding;protein kinase activity;protein serine/threonine kinase activity,N/A
CNAG_07976,570,Cryptococcus neoformans var. grubii H99,"CP003823.1:837,936..840,081(+)",hypothetical protein,protein coding gene,CNAG_07976,IPR013320,Concanavalin A-like lectin/glucanase domain superfamily,445,1338,hypothetical protein,N/A,N/A,N/A,carbohydrate metabolic process,"hydrolase activity, hydrolyzing O-glycosyl compounds",N/A
CNAG_07475,571,Cryptococcus neoformans var. grubii H99,"CP003821.1:603,059..604,316(-)",hypothetical protein,protein coding gene,CNAG_07475,N/A,N/A,208,627,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_06323,572,Cryptococcus neoformans var. grubii H99,"CP003832.1:188,666..191,971(+)",L-fucose permease,protein coding gene,CNAG_06323,IPR011701;IPR036259,Major facilitator superfamily;MFS transporter superfamily,951,2856,L-fucose permease,N/A,N/A,N/A,transmembrane transport,transmembrane transporter activity,integral component of membrane
CNAG_05453,573,Cryptococcus neoformans var. grubii H99,"CP003833.2:350,137..351,106(+)","hypothetical protein, hypothetical protein, variant",protein coding gene,CNAG_05453,IPR009057,Homeobox-like domain superfamily,105,318,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_03316,574,Cryptococcus neoformans var. grubii H99,"CP003827.1:632,496..634,531(+)",rho gdp-dissociation inhibitor,protein coding gene,CNAG_03316,IPR000406;IPR014756,Rho protein GDP-dissociation inhibitor;Immunoglobulin E-set,196,591,rho gdp-dissociation inhibitor,cell morphogenesis;cellular response to heat;cytokinesis;sporulation;vacuole organization,N/A,N/A,N/A,Rho GDP-dissociation inhibitor activity,cytoplasm
CNAG_06777,575,Cryptococcus neoformans var. grubii H99,"CP003821.1:64,850..66,921(+)",fructosyl amino acid oxidase,protein coding gene,CNAG_06777,IPR006076;IPR036188,FAD dependent oxidoreductase;FAD/NAD(P)-binding domain superfamily,477,1434,fructosyl amino acid oxidase,N/A,N/A,N/A,obsolete oxidation-reduction process,oxidoreductase activity,N/A
CNAG_02843,576,Cryptococcus neoformans var. grubii H99,"CP003822.1:634,357..635,953(+)",hypothetical protein,protein coding gene,CNAG_02843,IPR000504;IPR035979,RNA recognition motif domain;RNA-binding domain superfamily,288,867,hypothetical protein,N/A,N/A,N/A,N/A,RNA binding;nucleic acid binding,N/A
CNAG_00239,577,Cryptococcus neoformans var. grubii H99,"CP003820.1:627,739..630,595(-)",hypothetical protein,protein coding gene,CNAG_00239,IPR004827,Basic-leucine zipper domain,700,2103,hypothetical protein,capsule organization;cellular response to menadione;negative regulation of melanin biosynthetic process;regulation of urease activity;response to diamide;response to hydrogen peroxide;response to sodium dodecyl sulfate;response to tert-butyl hydroperoxide;response to tunicamycin,N/A,N/A,"regulation of transcription, DNA-templated",DNA binding;DNA-binding transcription factor activity,cytoplasm;nucleus
CNAG_01519,578,Cryptococcus neoformans var. grubii H99,"CP003830.1:169,030..170,551(-)",endonuclease/exonuclease/phosphatase,protein coding gene,CNAG_01519,IPR005135;IPR036691,Endonuclease/exonuclease/phosphatase;Endonuclease/exonuclease/phosphatase superfamily,353,1062,endonuclease/exonuclease/phosphatase,N/A,N/A,N/A,N/A,endonuclease activity;exonuclease activity,N/A
CNAG_04695,579,Cryptococcus neoformans var. grubii H99,"CP003829.1:675,813..677,132(-)",hypothetical protein,protein coding gene,CNAG_04695,N/A,N/A,84,255,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_06460,580,Cryptococcus neoformans var. grubii H99,"CP003832.1:538,423..540,623(+)",hypothetical protein,protein coding gene,CNAG_06460,N/A,N/A,531,1596,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_06791,581,Cryptococcus neoformans var. grubii H99,"CP003821.1:28,441..31,163(-)",hypothetical protein,protein coding gene,CNAG_06791,IPR013920,"Protein of unknown function DUF1774, fungi",313,942,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_07648,582,Cryptococcus neoformans var. grubii H99,"CP003825.1:1,245,217..1,246,377(-)",hypothetical protein,protein coding gene,CNAG_07648,N/A,N/A,137,414,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_03709,583,Cryptococcus neoformans var. grubii H99,"CP003821.1:587,351..591,002(+)",hypothetical protein,protein coding gene,CNAG_03709,IPR007201;IPR035979,"Mei2/Mei2-like, C-terminal RNA recognition motif;RNA-binding domain superfamily",701,2106,hypothetical protein,N/A,N/A,N/A,N/A,RNA binding;nucleic acid binding,N/A
CNAG_02030,584,Cryptococcus neoformans var. grubii H99,"CP003825.1:1,380,584..1,385,063(-)",glyoxal oxidase,protein coding gene,CNAG_02030,IPR009880;IPR011043;IPR014756;IPR015202,"Glyoxal oxidase, N-terminal;Galactose oxidase/kelch, beta-propeller;Immunoglobulin E-set;Galactose oxidase-like, Early set domain",677,2034,glyoxal oxidase,N/A,N/A,extracellular region,N/A,N/A,integral component of membrane
CNAG_02497,585,Cryptococcus neoformans var. grubii H99,"CP003825.1:157,846..160,643(-)","thaumatin family protein, variant, thaumatin family protein",protein coding gene,CNAG_02497,IPR001938;IPR037176,Thaumatin family;Osmotin/thaumatin-like superfamily,568,1707,"thaumatin family protein, variant",N/A,N/A,N/A,N/A,N/A,N/A
CNAG_01995,586,Cryptococcus neoformans var. grubii H99,"CP003830.1:1,486,712..1,487,944(+)",hypothetical protein,protein coding gene,CNAG_01995,N/A,N/A,225,678,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_03135,587,Cryptococcus neoformans var. grubii H99,"CP003827.1:151,185..154,332(+)",hypothetical protein,protein coding gene,CNAG_03135,IPR008521,Magnesium transporter NIPA,730,2193,hypothetical protein,cellular response to heat;cellular response to salt stress,N/A,N/A,magnesium ion transport,magnesium ion transmembrane transporter activity,integral component of membrane
CNAG_00905,588,Cryptococcus neoformans var. grubii H99,"CP003824.1:1,670,432..1,672,861(+)",MFS transporter,protein coding gene,CNAG_00905,IPR011701;IPR036259,Major facilitator superfamily;MFS transporter superfamily,640,1923,MFS transporter,N/A,N/A,N/A,transmembrane transport,transmembrane transporter activity,integral component of membrane
CNAG_05078,589,Cryptococcus neoformans var. grubii H99,"CP003823.1:378,151..381,454(+)","tRNA '-O-ribosylphosphate transferase, variant 1, tRNA '-O-ribosylphosphate transferase, variant 3, tRNA '-O-ribosylphosphate transferase, tRNA '-O-ribosylphosphate transferase, variant 2",protein coding gene,CNAG_05078,IPR007306;IPR033421;IPR033449,"tRNA A64-2'-O-ribosylphosphate transferase;Rit1, DUSP-like domain;Rit1, N-terminal domain",504,1515,tRNA '-O-ribosylphosphate transferase,N/A,N/A,N/A,charged-tRNA amino acid modification,tRNA A64-2'-O-ribosylphosphate transferase activity,N/A
CNAG_05686,590,Cryptococcus neoformans var. grubii H99,"CP003826.1:615,230..616,059(+)",hypothetical protein,protein coding gene,CNAG_05686,N/A,N/A,106,321,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_01964,591,Cryptococcus neoformans var. grubii H99,"CP003830.1:1,377,757..1,381,521(-)",OPT family small oligopeptide transporter,protein coding gene,CNAG_01964,IPR004648;IPR004813,"Tetrapeptide transporter, OPT1/isp4;Oligopeptide transporter, OPT superfamily",791,2376,OPT family small oligopeptide transporter,N/A,N/A,N/A,protein transport;transmembrane transport,N/A,integral component of membrane
CNAG_06622,592,Cryptococcus neoformans var. grubii H99,"CP003826.1:303,744..304,988(+)","hypothetical protein, variant, hypothetical protein",protein coding gene,CNAG_06622,IPR004910;IPR039058,Yippee/Mis18/Cereblon;Yippee family,158,477,hypothetical protein,N/A,N/A,N/A,N/A,metal ion binding,N/A
CNAG_00871,593,Cryptococcus neoformans var. grubii H99,"CP003824.1:1,766,706..1,770,301(+)","hypothetical protein, variant, hypothetical protein",protein coding gene,CNAG_00871,IPR004827,Basic-leucine zipper domain,493,1482,hypothetical protein,capsule organization;negative regulation of capsule organization;response to tert-butyl hydroperoxide,N/A,N/A,"regulation of transcription, DNA-templated",DNA-binding transcription factor activity,N/A
CNAG_07578,594,Cryptococcus neoformans var. grubii H99,"CP003822.1:1,415,469..1,416,667(+)",hypothetical protein,protein coding gene,CNAG_07578,N/A,N/A,199,600,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_06853,595,Cryptococcus neoformans var. grubii H99,"CP003824.1:67,546..71,222(+)","hypothetical protein, hypothetical protein, variant 2, hypothetical protein, variant 1",protein coding gene,CNAG_06853,N/A,N/A,314,945,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_00360,596,Cryptococcus neoformans var. grubii H99,"CP003820.1:913,805..916,166(-)","nuclear protein SNF4, nuclear protein SNF4, variant",protein coding gene,CNAG_00360,IPR000644,CBS domain,438,1317,nuclear protein SNF4,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_02512,597,Cryptococcus neoformans var. grubii H99,"CP003825.1:121,321..125,736(+)",DNA repair protein RAD16,protein coding gene,CNAG_02512,IPR000330;IPR001650;IPR001841;IPR014001;IPR018957;IPR027417,"SNF2-related, N-terminal domain;Helicase, C-terminal;Zinc finger, RING-type;Helicase superfamily 1/2, ATP-binding domain;Zinc finger, C3HC4 RING-type;P-loop containing nucleoside triphosphate hydrolase",1046,3141,DNA repair protein RAD16,N/A,N/A,N/A,N/A,ATP binding;hydrolase activity;metal ion binding,nucleus
CNAG_06752,598,Cryptococcus neoformans var. grubii H99,"CP003821.1:140,422..142,786(-)","hypothetical protein, variant, hypothetical protein",protein coding gene,CNAG_06752,IPR000802,"Arsenical pump membrane protein,  ArsB",506,1521,"hypothetical protein, variant",N/A,N/A,N/A,arsenite transport,arsenite transmembrane transporter activity,integral component of membrane;plasma membrane
